"assoc_ID","rsID","risk_allele_dir","phecode","phecode_string","category_string","ancestry","cohort","cases","controls","odds_ratio","P","L95","U95","powered","rep","Power","CI_overlap","rOR","rL95","rU95","Study_accession","cat_LOG10_P","cat_OR","cat_L95","cat_U95","RAF","pub_count","first_pub_date"
37034,"rs977987","ref","728.71","Contracture of palmar fascia [Dupuytren's disease]","musculoskeletal","EUR","MGI",332,37247,1.14017589154291,0.103369956907312,0.973671481028321,1.3351536827213,0,0,0.21161906246892,"PGRM_greater",0.877057660504276,0.748977449518626,1.02704045407993,"GCST004858",9.30102999566398,1.146,1.098,1.197,0.384700000286102,1,2017-09-07
215622,"rs7198928","ref","296.22","Major depressive disorder","psychiatric","EUR","MGI",3520,27384,0.972036679144736,0.293885385478496,0.921896792589208,1.02490356100387,0,0,0.105806156373834,"overlap",1.02876776304354,0.975701556759665,1.08472012055865,"GCST007342",22.397940008672,1.022,1.018,1.027,0.603399991989136,2,2018-04-26
81628,"rs1424233","ref","278.1","Obesity","metabolic/heme","EUR","MGI",15750,32074,0.974524587309353,0.0729489089296428,0.947420526084938,1.00240404880707,1,0,1,"PGRM_greater",1.02614137500726,0.997601716782838,1.05549750345007,"GCST000317",7.69897000433602,1.39,1.23,1.4,0.481099992990494,1,2009-01-18
223806,"rs61336918","ref","153","Colorectal cancer","neoplasms","EUR","MGI",1258,40053,0.972975503961215,0.560207852115972,0.887297737118889,1.06692634468168,0,0,0.252105889032439,"overlap",1.02777510423311,0.937271822918904,1.12701741271995,"GCST007992",11.698970004336,1.09,1.06,1.12,0.271499991416931,1,2019-05-14
10855,"rs13329835","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","MGI",2995,19584,1.0948462115495,0.00889710162012571,1.02298242753371,1.17175837500375,0,1,0.31812971157499,"overlap",1.0948462115495,1.02298242753371,1.17175837500375,"GCST004988",26.0457574905607,1.07,1.05,1.09,0.22869998216629,3,2013-04-01
54679,"rs2925979","ref","250.2","Type 2 diabetes","endocrine","EUR","MGI",10042,36631,0.948699501005768,0.00474028286536272,0.914651761974726,0.984014660689478,0,1,0.615740120254212,"overlap",1.05407455041332,1.01624502149117,1.09331227640234,"GCST009379",14,1.05,1.04,1.07,0.295899987220764,2,2017-05-31
241729,"rs12444183","alt","290.11","Alzheimer's disease","neurological","EUR","MGI",123,44613,1.06019791191502,0.658122363391562,0.818352356189679,1.37351545935848,0,0,0.0604591975246806,"overlap",1.06019791191502,0.818352356189679,1.37351545935848,"GCST012182",11.1549019599857,1.052632,1.041667,1.075269,0.632699996232986,1,2021-06-07
241739,"rs7342692","ref","290.11","Alzheimer's disease","neurological","EUR","MGI",123,44613,1.15175826871954,0.515354737679244,0.752457424647589,1.76295304705793,0,0,0.0551282223992018,"overlap",0.86823774324776,0.567230081180455,1.32897884616973,"GCST012182",8.22184874961636,1.08,1.05,1.11,0.0844499990344048,1,2021-06-07
102069,"rs11548656","ref","555","Inflammatory bowel disease","digestive","EUR","MGI",1423,37236,1.03141484457134,0.769012597328175,0.839026902501319,1.2679171292728,0,0,0.405756885871257,"PGRM_greater",0.969541989106821,0.78869507865513,1.1918568963865,"GCST004131",10.301029995664,1.27,1.2,1.34,0.962499976158142,1,2017-01-09
36152,"rs7500448","ref","411.4","Coronary atherosclerosis","circulatory system","EUR","MGI",6477,41563,0.957550486298233,0.0740605530484892,0.913042130165219,1.00422850547331,0,0,0.49621380620813,"overlap",1.04433135830349,0.995789299496817,1.09523971234388,"GCST004787",9.30102999566398,1.063,1.043,1.083,0.737900018692017,2,2017-07-17
214454,"rs35254673","alt","442.11","Abdominal aortic aneurysm","circulatory system","EUR","MGI",1054,43639,1.02312449481573,0.660074880974447,0.924022355584404,1.13285541801626,0,0,0.212019375152585,"overlap",1.02312449481573,0.924022355584404,1.13285541801626,"GCST011496",7.52287874528034,1.09,1.06,1.13,0.251699984073639,1,2020-09-28
5581,"rs391855","ref","204.12","Lymphoid leukemia, chronic","neoplasms","EUR","MGI",163,48839,0.826376337601606,0.0971627872236176,0.65965246899092,1.03523883173284,0,0,0.541796656183552,"overlap",1.21010241278484,0.965960674336515,1.51594975689201,"GCST004146",28,1.34,1.27,1.41,0.57039999961853,2,2016-03-09
21264,"rs11644034","ref","695.42","Systemic lupus erythematosus","dermatologic","EUR","MGI",584,43047,0.838811979863999,0.0143090544095673,0.728755103509,0.965489688065933,0,1,0.661063032974968,"overlap",1.19216227713168,1.0357438431095,1.37220308329223,"GCST003155",17,1.25,1.19,1.32,0.770399987697601,1,2015-10-26
251962,"rs2361755","ref","555.1","Regional enteritis","digestive","EUR","MGI",820,37236,0.812115189826976,0.0319880781891474,0.671449758250229,0.982249339498486,0,1,0.364138727875103,"overlap",1.23135241469015,1.01807144050672,1.48931470703923,"GCST003044",13.2218487496164,1.195167,1.15,1.24,0.901099979877472,1,2015-07-20
80149,"rs13333054","alt","335","Multiple sclerosis","neurological","EUR","MGI",378,42560,0.963008224381729,0.681627243931625,0.804303326542287,1.15302872638075,0,0,0.186381187682234,"overlap",0.963008224381729,0.804303326542287,1.15302872638075,"GCST001198",8,1.11,1.1,1.13,0.20959997177124,1,2011-08-11
21812,"rs10521318","ref","555","Inflammatory bowel disease","digestive","EUR","MGI",1423,37236,0.840866751567864,0.01003996821017,0.736919237915931,0.959476775083126,0,1,0.310225784682319,"overlap",1.18924906726948,1.04223471163579,1.35700080625943,"GCST001725",9,1.155,1.094,1.219,0.885500013828278,1,2012-11-01
82335,"rs16940202","alt","555.2","Ulcerative colitis","digestive","EUR","MGI",856,37236,1.09474306066188,0.159949864857512,0.964895664634902,1.24206420734704,0,0,0.324162509711141,"overlap",1.09474306066188,0.964895664634902,1.24206420734704,"GCST000964",18.2218487496164,1.15,1.1,1.21,0.172800004482269,1,2011-02-06
211979,"rs11117431","ref","695.42","Systemic lupus erythematosus","dermatologic","EUR","MGI",584,43047,0.91110401811547,0.232621604574179,0.781945886086827,1.06159588098911,0,0,0.453384422891515,"overlap",1.09756952018322,0.941978033174243,1.27886087489302,"GCST007400",10.2218487496164,1.219512,1.15,1.28,0.794200003147125,1,2017-07-17
183621,"rs17445836","ref","335","Multiple sclerosis","neurological","EUR","MGI",378,42560,1.00394426711835,0.965673605794488,0.839164115639717,1.20108101942783,0,0,0.246056737030781,"overlap",0.996071229003902,0.832583301063551,1.19166201385729,"GCST000424",8.39794000867204,1.25,1.12,1.39,0.764400005340576,1,2009-06-14
99877,"rs13330176","alt","714.1","Rheumatoid arthritis","musculoskeletal","EUR","MGI",1592,35793,0.954857912960251,0.31988415308417,0.871784288364141,1.04584774709999,0,0,0.431071038559066,"PGRM_greater",0.954857912960251,0.871784288364141,1.04584774709999,"GCST002318",8.04575749056067,1.12,1.08,1.17,0.221099972724915,1,2013-12-25
198272,"rs9936833","ref","530.13","Barrett's esophagus","digestive","EUR","MGI",656,31416,0.939355629332565,0.279610277158201,0.838641037254685,1.05216529976557,0,0,0.386526178295139,"overlap",1.06455954355703,0.950421003451465,1.19240527898984,"GCST001675",9.52287874528034,1.14,1.1,1.19,0.382099986076355,1,2012-09-09
223803,"rs899244","alt","153","Colorectal cancer","neoplasms","EUR","MGI",1258,40053,1.05886638528004,0.260593131957806,0.958433457638288,1.16982354167686,0,0,0.231158331615237,"overlap",1.05886638528004,0.958433457638288,1.16982354167686,"GCST007992",10,1.09,1.06,1.12,0.229900002479553,1,2019-05-14
2070,"rs4496150","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","MGI",2995,19584,0.971578368889613,0.395670310158717,0.90903812849808,1.03842126892282,0,0,0.0940086663894406,"overlap",1.02925305052115,0.963000306260411,1.10006386822543,"GCST004988",8.09691001300806,1.041667,1.02,1.06,0.754400014877319,1,2017-10-23
6629,"rs8052831","alt","340","Migraine","neurological","EUR","MGI",6344,43649,0.997385152781068,0.902242061719747,0.956572954643831,1.03993860390764,0,0,0.370440025184798,"overlap",0.997385152781068,0.956572954643831,1.03993860390764,"GCST003986",8.69897000433602,1.049,1.033,1.066,0.345499992370605,1,2016-05-16
164684,"rs74836424","alt","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,1.54985652765907,7.32080661127759e-14,1.38179065288972,1.73836409394147,1,1,0.999998052002775,"overlap",1.54985652765907,1.38179065288972,1.73836409394147,"GCST90027057",22,1.47329,1.4,1.55,0.0593000054359436,1,2021-07-21
54680,"rs12920022","alt","250.2","Type 2 diabetes","endocrine","EUR","MGI",10042,36631,1.0327697870712,0.179123252252587,0.985311384814874,1.08251406562961,0,0,0.413956311053619,"overlap",1.0327697870712,0.985311384814874,1.08251406562961,"GCST009379",8.52287874528034,1.05,1.04,1.07,0.144900023937225,1,2018-10-08
156223,"rs12932628","alt","296.1","Bipolar","psychiatric","EUR","MGI",1129,27384,1.00218944385076,0.962326004425191,0.915244508002487,1.09739383583733,0,0,0.1575157614813,"overlap",1.00218944385076,0.915244508002487,1.09739383583733,"GCST012465",8.15490195998574,1.05866,1.041667,1.075269,0.456261992454529,1,2021-05-17
164685,"rs2280374","alt","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,1.61025750024909,1.13082739830845e-19,1.45282502354534,1.78474983228256,1,1,0.999999826523504,"overlap",1.61025750024909,1.45282502354534,1.78474983228256,"GCST90027057",23.698970004336,1.4552,1.38,1.53,0.0770000219345093,1,2021-07-21
219587,"rs1126464","ref","740","Osteoarthrosis","musculoskeletal","EUR","MGI",9246,40714,1.00461664181589,0.818317452254059,0.965900077133441,1.04488509826881,0,0,0.34165153632339,"overlap",0.995404573621693,0.957043029570257,1.03530377900762,"GCST007093",9.69897000433602,1.04,1.03,1.06,0.756900012493134,1,2019-01-21
79356,"rs258322","ref","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,0.660370539293234,1.24968897354186e-18,0.602137639172506,0.724235159532192,1,1,1,"overlap",1.51430135128417,1.3807669882334,1.66074986007229,"GCST000437",26.5228787452803,1.67,1.52,1.83,0.0999400019645691,3,2009-07-05
164686,"rs12931267","alt","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,1.72897391799175,3.13230006613478e-25,1.55911506837758,1.91733815529503,1,1,0.999999999138056,"overlap",1.72897391799175,1.55911506837758,1.91733815529503,"GCST90027057",32,1.53336,1.46,1.6,0.0687000155448914,1,2021-07-21
3205,"rs1805007","alt","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,1.78909890228926,2.73188673388023e-28,1.61340292710698,1.98392777674711,1,1,0.999999964032746,"test_cohort_greater",1.78909890228926,1.61340292710698,1.98392777674711,"GCST004142",36.397940008672,1.5,1.41,1.59,0.0720999836921692,1,2017-02-09
37995,"rs1805007","alt","172.21","Basal cell carcinoma","neoplasms","EUR","MGI",3509,41896,1.5208172576383,5.36804330044298e-17,1.37874054361336,1.67753471952667,1,1,0.999971792530142,"test_cohort_greater",1.5208172576383,1.37874054361336,1.67753471952667,"GCST008871",109.221848749616,1.34,1.31,1.36,0.0720999836921692,2,2011-06-23
51861,"rs1805007","alt","172.22","Squamous cell carcinoma","neoplasms","EUR","MGI",1647,41896,1.71264242250888,4.20133235883053e-14,1.48950916331029,1.96920176097369,1,1,0.999641703510102,"overlap",1.71264242250888,1.48950916331029,1.96920176097369,"GCST008872",55.301029995664,1.45,1.4,1.49,0.0720999836921692,1,2019-06-07
311687,"rs4268748","alt","172.22","Squamous cell carcinoma","neoplasms","EUR","MGI",1647,41896,1.3240442564188,1.64910736842018e-11,1.22017528146659,1.43675521016003,1,1,0.999996033590516,"overlap",1.3240442564188,1.22017528146659,1.43675521016003,"GCST003327",43.698970004336,1.33,1.28,1.39,0.27920001745224,1,2016-01-29
23847,"rs8063761","alt","172.22","Squamous cell carcinoma","neoplasms","EUR","MGI",1647,41896,1.24789062850255,3.10974447748453e-08,1.15377284897048,1.34968596469749,1,1,0.999577417591216,"overlap",1.24789062850255,1.15377284897048,1.34968596469749,"GCST003422",8.69897000433602,1.34,1.22,1.47,0.312399983406067,1,2016-02-12
79353,"rs4785763","ref","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,0.774436809522294,1.19129723006709e-18,0.731650497663069,0.819725229270959,1,1,0.999999999999113,"overlap",1.29126093659836,1.21992097387239,1.36677280093987,"GCST000437",21.2218487496164,1.36,1.28,1.45,0.326999992132187,1,2009-07-05
164638,"rs77270200","alt","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","MGI",3119,41896,1.56741390536469,7.82747393067411e-18,1.41485129712267,1.73642725262144,1,1,0.999999876752555,"overlap",1.56741390536469,1.41485129712267,1.73642725262144,"GCST90027057",23.301029995664,1.44664,1.38,1.52,0.0785999894142151,1,2021-07-21
155732,"rs28455634","ref","296.1","Bipolar","psychiatric","EUR","MGI",1129,27384,0.967129598473792,0.475545001056703,0.882287213757259,1.06013058521033,0,0,0.196339499075506,"overlap",1.03398758716317,0.94328002035862,1.13341776284103,"GCST012465",9.52287874528034,1.06481,1.05,1.08,0.615700006484985,1,2021-05-17
206492,"rs7191183","alt","295.1","Schizophrenia","psychiatric","EUR","MGI",114,27384,1.37316035944439,0.0302710600820809,1.03069072154968,1.82942305904763,0,1,0.0582936665003674,"overlap",1.37316035944439,1.03069072154968,1.82942305904763,"GCST006803",8.22184874961636,1.061571,1.04,1.08,0.304300010204315,1,2018-02-26
156181,"rs7199910","alt","296.1","Bipolar","psychiatric","EUR","MGI",1129,27384,0.95932532942498,0.381345790948546,0.874155919372651,1.05279283395669,0,0,0.103318275507861,"overlap",0.95932532942498,0.874155919372651,1.05279283395669,"GCST012465",7.69897000433602,1.057284,1.030928,1.075269,0.338900029659271,1,2021-05-17
207111,"rs9922678","alt","295.1","Schizophrenia","psychiatric","EUR","MGI",114,27384,1.33812754778467,0.0477734019382722,1.00285567911527,1.78548655746746,0,1,0.0626515082538533,"overlap",1.33812754778467,1.00285567911527,1.78548655746746,"GCST007201",8.22184874961636,1.0708,1.05,1.09,0.294099986553192,1,2018-10-03
138730,"rs9913911","ref","365","Glaucoma","sense organs","EUR","MGI",2604,44521,0.926642855017048,0.0171640676106094,0.870362253476892,0.986562752835356,1,1,0.98266825736361,"overlap",1.07916442088317,1.01362026604595,1.14894688505302,"GCST006395",20.698970004336,1.165908,1.129469,1.203522,0.633400022983551,1,2018-07-27
127787,"rs9913911","ref","365.1","Open-angle glaucoma","sense organs","EUR","MGI",577,44521,0.916994211263382,0.184287916433578,0.806880855822012,1.04213450774452,0,0,0.600243078384537,"overlap",1.09051942500516,0.95956903122255,1.23934034719568,"GCST006065",33.0457574905607,1.19,1.15,1.22,0.633400022983551,2,2018-06-11
223830,"rs1078643","alt","153","Colorectal cancer","neoplasms","EUR","MGI",1258,40053,1.05308932438143,0.319109981234875,0.951194578204397,1.16589933388775,0,0,0.224135478273505,"overlap",1.05308932438143,0.951194578204397,1.16589933388775,"GCST007992",10.397940008672,1.09,1.06,1.12,0.769899994134903,1,2019-05-14
8563,"rs2908972","alt","367.1","Myopia","sense organs","EUR","MGI",4167,42984,0.997219713440782,0.909288661482343,0.950583653987269,1.04614375884085,0,0,0.697874525259901,"PGRM_greater",0.997219713440782,0.950583653987269,1.04614375884085,"GCST003997",23.301029995664,1.078749,1.06,1.09,0.383499979972839,1,2016-05-16
96021,"rs34562254","alt","204.4","Multiple myeloma","neoplasms","EUR","MGI",178,48839,0.900192012507316,0.540398660057576,0.642892695918063,1.26046798249089,0,0,0.246670090800596,"overlap",0.900192012507316,0.642892695918063,1.26046798249089,"GCST004483",16.397940008672,1.3,1.23,1.39,0.112600028514862,1,2016-07-01
294304,"rs4273077","alt","204.4","Multiple myeloma","neoplasms","EUR","MGI",178,48839,0.984112552810759,0.926798864837817,0.699299942983247,1.38492434658029,0,0,0.1410506313975,"overlap",0.984112552810759,0.699299942983247,1.38492434658029,"GCST002140",8.09691001300806,1.255,1.16,1.36,0.105199992656708,1,2013-08-18
82663,"rs12936587","ref","411.4","Coronary atherosclerosis","circulatory system","EUR","MGI",6477,41563,0.992012447360487,0.703332771195936,0.951900904189476,1.03381422518563,0,0,0.725476904276039,"overlap",1.00805186735385,0.967291777998549,1.05052952003599,"GCST000998",9.39794000867204,1.07,1.05,1.09,0.560999989509583,1,2011-03-06
54685,"rs4925109","ref","250.2","Type 2 diabetes","endocrine","EUR","MGI",10042,36631,0.977833912957901,0.216677526230107,0.943670784205208,1.01323382829518,0,0,0.416627900679569,"overlap",1.02266856032335,0.986939018491469,1.05969159662205,"GCST009379",11.5228787452803,1.05,1.03,1.06,0.330799996852875,1,2018-10-08
204743,"rs4925114","ref","295.1","Schizophrenia","psychiatric","EUR","MGI",114,27384,1.21581157814466,0.158762684067328,0.926473381908338,1.59551026766235,0,0,0.0591519611471501,"overlap",0.822495868583524,0.626758736855476,1.07936182466485,"GCST006803",7.52287874528034,1.058,1.04,1.08,0.375,1,2018-02-26
118349,"rs11652894","ref","411.2","Myocardial infarction","circulatory system","EUR","MGI",3169,41563,1.0361936765143,0.217588808272261,0.979253283955272,1.09644496765074,0,0,0.199413896535363,"PGRM_greater",0.965070548745237,0.912038478449688,1.02118626139392,"GCST011365",8.30102999566398,1.05,1.03,1.06,0.400400012731552,1,2021-02-03
207114,"rs11658257","ref","295.1","Schizophrenia","psychiatric","EUR","MGI",114,27384,1.1528620723705,0.318337915939765,0.871839232644382,1.52446793874959,0,0,0.063734310041653,"overlap",0.867406452138556,0.655966566814272,1.14700045898014,"GCST007201",8.09691001300806,1.068,1.05,1.09,0.344799995422363,1,2018-10-03
30301,"rs4925166","alt","335","Multiple sclerosis","neurological","EUR","MGI",378,42560,0.995423992540698,0.953239646005763,0.853943783605274,1.16034444415334,0,0,0.25323062608494,"overlap",0.995423992540698,0.853943783605274,1.16034444415334,"GCST003566",11.1549019599857,1.162791,1.11,1.22,0.681699991226196,1,2016-06-17
155744,"rs4790841","alt","296.1","Bipolar","psychiatric","EUR","MGI",1129,27384,1.01952426297493,0.762113501871055,0.899547331687994,1.15550309158729,0,0,0.106166035121131,"overlap",1.01952426297493,0.899547331687994,1.15550309158729,"GCST012465",7.52287874528034,1.075627,1.041667,1.111111,0.153299987316132,1,2021-05-17
121382,"rs2760740","alt","411.2","Myocardial infarction","circulatory system","EUR","MGI",3169,41563,0.989222909229577,0.722612536097544,0.931773629873289,1.05021427176223,0,0,0.280184220264251,"overlap",0.989222909229577,0.931773629873289,1.05021427176223,"GCST011365",10,1.05,1.04,1.07,0.293299973011017,1,2021-02-03
82662,"rs1231206","alt","411.4","Coronary atherosclerosis","circulatory system","EUR","MGI",6477,41563,1.00788711118942,0.721169518136739,0.965327080914586,1.0523235584972,0,0,0.689584341181029,"overlap",1.00788711118942,0.965327080914586,1.0523235584972,"GCST000998",9.04575749056067,1.07,1.05,1.09,0.339399993419647,1,2011-03-06
82637,"rs216172","alt","411.4","Coronary atherosclerosis","circulatory system","EUR","MGI",6477,41563,1.00618982617444,0.779199034635081,0.963706430861673,1.05054603131757,0,0,0.689869032836326,"overlap",1.00618982617444,0.963706430861673,1.05054603131757,"GCST000998",9,1.07,1.05,1.09,0.339900016784668,1,2011-03-06
207101,"rs4523957","alt","295.1","Schizophrenia","psychiatric","EUR","MGI",114,27384,0.819374197706486,0.147875946986191,0.625601528274286,1.07316565820919,0,0,0.0639889888223772,"overlap",0.819374197706486,0.625601528274286,1.07316565820919,"GCST007201",9,1.0722,1.05,1.09,0.625,1,2018-10-03
250837,"rs2945412","alt","555.1","Regional enteritis","digestive","EUR","MGI",820,37236,1.11643129394428,0.0307777463079595,1.01024700435158,1.23377632275,0,1,0.460179459808558,"overlap",1.11643129394428,1.01024700435158,1.23377632275,"GCST003044",19.301029995664,1.11967,1.1,1.14,0.597900003194809,2,2012-11-01
215625,"rs75581564","alt","296.22","Major depressive disorder","psychiatric","EUR","MGI",3520,27384,1.08493830521171,0.0514620845262523,0.999481359351163,1.17770193020889,0,0,0.0736193909041459,"overlap",1.08493830521171,0.999481359351163,1.17770193020889,"GCST007342",12.5228787452803,1.025,1.018,1.032,0.115100026130676,1,2019-02-04
222183,"rs17727765","alt","296.22","Major depressive disorder","psychiatric","EUR","MGI",3520,27384,1.09760939595732,0.0584893241999682,0.996658897856881,1.20878506044984,0,0,0.138990743493116,"overlap",1.09760939595732,0.996658897856881,1.20878506044984,"GCST005839",8.04575749056067,1.052632,1.04,1.07,0.0835999846458435,1,2018-04-26
54686,"rs71372253","alt","250.2","Type 2 diabetes","endocrine","EUR","MGI",10042,36631,1.01790619358909,0.61826822089196,0.949271952261211,1.09150282643337,0,0,0.32706347071107,"overlap",1.01790619358909,0.949271952261211,1.09150282643337,"GCST009379",7.39794000867204,1.08,1.05,1.1,0.0640000104904175,1,2018-10-08
7671,"rs10512441","alt","367.1","Myopia","sense organs","EUR","MGI",4167,42984,1.03138438621183,0.297652309185119,0.973114496302337,1.09314346478613,0,0,0.347007742371339,"overlap",1.03138438621183,0.973114496302337,1.09314346478613,"GCST003997",11.397940008672,1.065,1.046,1.084,0.195599973201752,1,2016-05-16
251969,"rs3091315","ref","555.1","Regional enteritis","digestive","EUR","MGI",820,37236,0.984669794806651,0.783942456700028,0.881716289442637,1.09964465487813,0,0,0.574903184190239,"overlap",1.01556887930777,0.909384677644642,1.13415166757567,"GCST003044",24.0969100130081,1.152531,1.13,1.18,0.72409999370575,2,2010-11-21
21837,"rs3091316","ref","555","Inflammatory bowel disease","digestive","EUR","MGI",1423,37236,0.984355140037199,0.714243144261779,0.904679669640367,1.0710476583417,0,0,0.487284332274372,"overlap",1.0158935117281,0.933665268965062,1.10536362599761,"GCST001725",26,1.122,1.087,1.158,0.72460001707077,1,2012-11-01
52451,"rs2411192","ref","585.3","Chronic renal failure [CKD]","genitourinary","EUR","MGI",5032,39595,0.956534348285207,0.0520200932676783,0.914601597523392,1.00038963623831,0,0,0.298773063868418,"overlap",1.04544076414267,0.999610515518957,1.09337224285181,"GCST008064",8.39794000867204,1.0475,1.0315,1.0639,0.603380024433136,1,2019-05-31
54687,"rs10962","alt","250.2","Type 2 diabetes","endocrine","EUR","MGI",10042,36631,1.02530285208686,0.304719933072359,0.977525938447965,1.07541487867476,0,0,0.353368212427532,"overlap",1.02530285208686,0.977525938447965,1.07541487867476,"GCST009379",9,1.05,1.03,1.07,0.237299978733063,1,2018-10-08
204837,"rs17138478","alt","574.1","Cholelithiasis","digestive","EUR","MGI",2504,47092,1.0249365551321,0.650857629362667,0.921234867629083,1.14031174780612,0,0,0.291196418936277,"overlap",1.0249365551321,0.921234867629083,1.14031174780612,"GCST007209",9.30102999566398,1.09,1.06,1.12,0.139500021934509,1,2018-11-30
53126,"rs801429","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.936766047949402,0.0050510202791897,0.894951674503894,0.980534093170105,0,1,0.401084651042519,"overlap",1.06750239527683,1.01985235084173,1.11737876858473,"GCST008916",9.52287874528034,1.054451,1.04,1.07,0.152999997138977,1,2019-10-17
52913,"rs146644295","alt","495","Asthma","respiratory","EUR","MGI",8999,37287,1.09529208881552,0.123991923434385,0.975351767340099,1.22998163328651,1,0,0.87234333527463,"overlap",1.09529208881552,0.975351767340099,1.22998163328651,"GCST008916",13.698970004336,1.177995,1.14,1.22,0.0382000207901001,1,2019-10-17
227640,"rs4794817","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.938545383486096,0.00301749382485883,0.900021316322681,0.978718415761666,1,1,0.964210805419199,"overlap",1.06547857737645,1.02174433820352,1.11108479528664,"GCST009798",26.0969100130081,1.091298,1.08,1.11,0.203099995851517,1,2020-01-20
53277,"rs72827176","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.976844976340132,0.598488658607754,0.8952720364907,1.06585045540051,0,0,0.327532308997796,"overlap",1.02370388774135,0.938217922536081,1.11697892846046,"GCST008916",8.30102999566398,1.082509,1.06,1.11,0.949999988079071,1,2019-10-17
251631,"rs2517959","alt","296.1","Bipolar","psychiatric","EUR","MGI",1129,27384,1.04118846460555,0.390628931696561,0.949528232409908,1.14169687832902,0,0,0.46643860309833,"overlap",1.04118846460555,0.949528232409908,1.14169687832902,"GCST003724",8.30102999566398,1.13,1.09,1.17,0.665899991989136,1,2016-06-21
251556,"rs12946510","alt","555","Inflammatory bowel disease","digestive","EUR","MGI",1423,37236,1.11473830264625,0.00484224435117711,1.03360636313193,1.20223861588981,1,1,0.840731987650769,"overlap",1.11473830264625,1.03360636313193,1.20223861588981,"GCST003043",38.698970004336,1.140523,1.12,1.16,0.4442999958992,2,2012-11-01
252244,"rs12946510","alt","555.1","Regional enteritis","digestive","EUR","MGI",820,37236,1.13735840369063,0.0106604877582611,1.03037252999199,1.25545285883714,0,1,0.549193083788216,"overlap",1.13735840369063,1.03037252999199,1.25545285883714,"GCST003044",23.698970004336,1.131151,1.11,1.15,0.4442999958992,1,2015-07-20
304324,"rs12946510","alt","555.2","Ulcerative colitis","digestive","EUR","MGI",856,37236,1.1285885810035,0.0143487908544869,1.02442425525503,1.24334442359957,0,1,0.637250169424319,"overlap",1.1285885810035,1.02442425525503,1.24334442359957,"GCST003045",25,1.141072,1.12,1.17,0.4442999958992,1,2015-07-20
21266,"rs2941509","ref","695.42","Systemic lupus erythematosus","dermatologic","EUR","MGI",584,43047,0.851570807370647,0.2994352565266,0.62865924976599,1.15352289851113,0,0,0.301645965734463,"overlap",1.17430047078252,0.866909535381325,1.59068684724234,"GCST003155",8.09691001300806,1.35,1.22,1.49,0.0434500016272068,1,2015-10-26
6593,"rs11655198","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.888440887203941,3.59569694078008e-12,0.859301721254028,0.918568170565068,1,1,0.999999999998279,"overlap",1.12556728804676,1.08865082858776,1.16373559515352,"GCST003987",63,1.180638,1.16,1.2,0.507499992847443,1,2016-05-16
77580,"rs12939457","ref","476","Allergic rhinitis","respiratory","EUR","MGI",12803,31109,0.978796161075259,0.156743028855506,0.950188276951621,1.00826535979715,1,0,0.901716162371699,"overlap",1.02166318153664,0.991802396346516,1.05242300316331,"GCST006409",16.698970004336,1.06383,1.05,1.09,0.568300008773804,1,2018-07-16
82919,"rs2872507","alt","555.1","Regional enteritis","digestive","EUR","MGI",820,37236,1.13078891328712,0.0147748992460092,1.02438561581954,1.24824435902497,0,1,0.405395160136935,"overlap",1.13078891328712,1.02438561581954,1.24824435902497,"GCST000879",8.69897000433602,1.14,1.09,1.19,0.445999979972839,1,2010-11-21
82314,"rs2872507","alt","555.2","Ulcerative colitis","digestive","EUR","MGI",856,37236,1.09428282455016,0.0682563502235258,0.993268235344617,1.20557051710207,0,0,0.493333055448604,"overlap",1.09428282455016,0.993268235344617,1.20557051710207,"GCST000964",10.301029995664,1.15,1.1,1.19,0.445999979972839,1,2011-02-06
213280,"rs4795399","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.889859612110598,1.06291687834904e-11,0.860417533172346,0.92030915077484,1,1,0.999254456789548,"overlap",1.12377276863725,1.08659139068439,1.16222643245427,"GCST007798",45,1.101,1.09,1.11,0.560899972915649,1,2019-03-28
111317,"rs2305479","ref","495","Asthma","respiratory","EUR","MGI",8999,37287,0.889940348491062,6.58325395132659e-12,0.860807639245625,0.92005900942801,1,1,0.999888777224177,"overlap",1.12367081871897,1.08688680807733,1.16169972756789,"GCST010042",68.5228787452803,1.1116,1.098573,1.124781,0.513300001621246,1,2020-04-15
213281,"rs117097909","alt","495","Asthma","respiratory","EUR","MGI",8999,37287,1.14539506177425,0.000399258265625144,1.0624748865536,1.23478668921052,1,1,0.911237854801296,"overlap",1.14539506177425,1.0624748865536,1.23478668921052,"GCST007798",16.698970004336,1.135,1.11,1.16,0.0720999836921692,1,2019-03-28
